1, private, profundis:amethyst_caves, MONSTER, minecraft:spider, 80, 4, 4
1870, forest, wilderwild:temperate_rainforest, CREATURE, minecraft:horse, 5, 2, 6
1871, forest, wilderwild:temperate_rainforest, CREATURE, minecraft:donkey, 5, 1, 3
1872, forest, wilderwild:temperate_rainforest, CREATURE, minecraft:wolf, 5, 4, 4
1873, forest, wilderwild:temperate_rainforest, CREATURE, mythicmobs:drake, 5, 1, 4
1874, forest, wilderwild:temperate_rainforest, CREATURE, mythicmobs:kobold, 10, 3, 6
1875, forest, wilderwild:temperate_rainforest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1876, forest, wilderwild:temperate_rainforest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1877, forest, wilderwild:temperate_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
1878, forest, wilderwild:temperate_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
1879, forest, wilderwild:temperate_rainforest, AMBIENT, mythicmounts:firebird, 5, 1, 1
1880, forest, wilderwild:temperate_rainforest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1881, forest, wilderwild:temperate_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1882, forest, wilderwild:temperate_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1883, private, minecraft:the_end, MONSTER, minecraft:enderman, 10, 4, 4
1884, private, stellarity:the_hallow, MONSTER, minecraft:vex, 20, 2, 3
1885, private, far_end:the_nest, MONSTER, minecraft:wither_skeleton, 67, 1, 3
1886, private, far_end:the_nest, MONSTER, minecraft:skeleton, 80, 4, 4
1887, private, far_end:the_nest, MONSTER, minecraft:silverfish, 40, 3, 3
1888, nether, incendium:toxic_heap, MONSTER, minecraft:phantom, 10, 1, 1
1889, nether, incendium:toxic_heap, MONSTER, minecraft:magma_cube, 80, 1, 3
1890, nether, incendium:toxic_heap, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1891, nether, incendium:toxic_heap, MONSTER, minecraft:ghast, 3, 4, 4
1892, nether, incendium:toxic_heap, CREATURE, minecraft:strider, 60, 1, 2
1893, private, far_end:void, MONSTER, minecraft:enderman, 10, 4, 4
1894, nether, incendium:volcanic_deltas, MONSTER, minecraft:ghast, 50, 8, 8
1895, nether, incendium:volcanic_deltas, MONSTER, minecraft:magma_cube, 50, 2, 3
1896, nether, incendium:volcanic_deltas, MONSTER, minecraft:blaze, 20, 1, 1
1897, nether, incendium:volcanic_deltas, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1898, nether, incendium:volcanic_deltas, CREATURE, minecraft:strider, 60, 1, 2
1899, beach, wilderwild:warm_beach, MONSTER, minecraft:spider, 80, 4, 4
1900, beach, wilderwild:warm_beach, MONSTER, minecraft:zombie, 80, 4, 4
1901, beach, wilderwild:warm_beach, MONSTER, minecraft:zombie_villager, 5, 1, 1
1902, beach, wilderwild:warm_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1903, beach, wilderwild:warm_beach, MONSTER, minecraft:creeper, 80, 4, 4
1904, beach, wilderwild:warm_beach, MONSTER, minecraft:slime, 80, 4, 4
1905, beach, wilderwild:warm_beach, MONSTER, minecraft:enderman, 10, 1, 4
1906, beach, wilderwild:warm_beach, MONSTER, minecraft:witch, 5, 1, 1
1907, beach, wilderwild:warm_beach, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1908, beach, wilderwild:warm_beach, MONSTER, mythicmounts:dragon, 80, 1, 1
1909, beach, wilderwild:warm_beach, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1910, beach, wilderwild:warm_beach, CREATURE, minecraft:turtle, 5, 2, 5
1911, beach, wilderwild:warm_beach, CREATURE, mythicmobs:drake, 5, 1, 4
1912, beach, wilderwild:warm_beach, CREATURE, mythicmobs:kobold, 10, 3, 6
1913, beach, wilderwild:warm_beach, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1914, beach, wilderwild:warm_beach, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1915, beach, wilderwild:warm_beach, CREATURE, uselessreptile:river_pikehorn, 5, 2, 6
1916, beach, wilderwild:warm_beach, AMBIENT, minecraft:bat, 10, 8, 8
1917, beach, wilderwild:warm_beach, AMBIENT, mythicmounts:firebird, 5, 1, 1
1918, beach, wilderwild:warm_beach, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1919, beach, wilderwild:warm_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1920, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 5, 1, 1
1921, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1922, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1923, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1924, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1925, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1926, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1927, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 10, 1, 4
1928, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1929, ocean, minecraft:warm_ocean, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1930, ocean, minecraft:warm_ocean, MONSTER, mythicmounts:dragon, 80, 1, 1
1931, ocean, minecraft:warm_ocean, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1932, ocean, minecraft:warm_ocean, CREATURE, mythicmobs:drake, 5, 1, 4
1933, ocean, minecraft:warm_ocean, CREATURE, mythicmobs:kobold, 10, 3, 6
1934, ocean, minecraft:warm_ocean, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1935, ocean, minecraft:warm_ocean, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1936, ocean, minecraft:warm_ocean, CREATURE, mythicmounts:nudibranch, 20, 2, 4
1937, ocean, minecraft:warm_ocean, CREATURE, uselessreptile:river_pikehorn, 5, 2, 6
1938, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1939, ocean, minecraft:warm_ocean, AMBIENT, mythicmounts:firebird, 5, 1, 1
1940, ocean, minecraft:warm_ocean, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1941, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1942, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1943, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1944, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:clownfish, 50, 1, 2
1945, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:cuttlefish, 50, 1, 2
1946, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:jellyfish, 50, 2, 4
1947, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:lionfish, 50, 1, 1
1948, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:moonjelly, 50, 1, 1
1949, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:opah, 50, 1, 1
1950, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:seahorse, 50, 3, 5
1951, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:shark, 50, 1, 2
1952, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:spottedstingray, 50, 1, 1
1953, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:sunfish, 50, 1, 3
1954, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:whaleshark, 50, 1, 2
1955, ocean, minecraft:warm_ocean, WATER_CREATURE, varietyaquatic:yellowfin, 50, 1, 2
1956, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1957, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1958, ocean, minecraft:warm_ocean, WILDERWILDJELLYFISH, wilderwild:jellyfish, 5, 1, 1
1959, river, wilderwild:warm_river, MONSTER, minecraft:spider, 80, 4, 4
1960, river, wilderwild:warm_river, MONSTER, minecraft:zombie, 80, 4, 4
1961, river, wilderwild:warm_river, MONSTER, minecraft:zombie_villager, 5, 1, 1
1962, river, wilderwild:warm_river, MONSTER, minecraft:skeleton, 80, 4, 4
1963, river, wilderwild:warm_river, MONSTER, minecraft:creeper, 80, 4, 4
1964, river, wilderwild:warm_river, MONSTER, minecraft:slime, 80, 4, 4
1965, river, wilderwild:warm_river, MONSTER, minecraft:enderman, 10, 1, 4
1966, river, wilderwild:warm_river, MONSTER, minecraft:witch, 5, 1, 1
1967, river, wilderwild:warm_river, MONSTER, minecraft:drowned, 80, 1, 1
1968, river, wilderwild:warm_river, MONSTER, mythicmobs:chupacabra, 20, 1, 1
1969, river, wilderwild:warm_river, MONSTER, mythicmounts:dragon, 80, 1, 1
1970, river, wilderwild:warm_river, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
1971, river, wilderwild:warm_river, CREATURE, mythicmobs:drake, 5, 1, 4
1972, river, wilderwild:warm_river, CREATURE, mythicmobs:kobold, 10, 3, 6
1973, river, wilderwild:warm_river, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
1974, river, wilderwild:warm_river, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
1975, river, wilderwild:warm_river, CREATURE, uselessreptile:river_pikehorn, 5, 2, 6
1976, river, wilderwild:warm_river, AMBIENT, minecraft:bat, 10, 8, 8
1977, river, wilderwild:warm_river, AMBIENT, mythicmounts:firebird, 5, 1, 1
1978, river, wilderwild:warm_river, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
1979, river, wilderwild:warm_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1980, river, wilderwild:warm_river, WATER_CREATURE, minecraft:squid, 5, 1, 4
1981, river, wilderwild:warm_river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
1982, nether, minecraft:warped_forest, MONSTER, minecraft:enderman, 5, 4, 4
1983, nether, minecraft:warped_forest, MONSTER, mythicmounts:netherbat, 50, 1, 1
1984, nether, minecraft:warped_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1985, nether, minecraft:warped_forest, MONSTER, minecraft:ghast, 3, 4, 4
1986, nether, minecraft:warped_forest, CREATURE, minecraft:strider, 60, 1, 2
1987, private, far_end:warped_marsh, MONSTER, minecraft:zombie, 10, 2, 3
1988, private, far_end:warped_marsh, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1989, nether, incendium:weeping_valley, MONSTER, minecraft:skeleton, 25, 5, 5
1990, nether, incendium:weeping_valley, MONSTER, minecraft:ghast, 50, 4, 4
1991, nether, incendium:weeping_valley, MONSTER, minecraft:enderman, 5, 4, 4
1992, nether, incendium:weeping_valley, MONSTER, minecraft:magma_cube, 20, 2, 4
1993, nether, incendium:weeping_valley, MONSTER, minecraft:zombified_piglin, 5, 1, 4
1994, nether, incendium:weeping_valley, CREATURE, minecraft:strider, 60, 1, 2
1995, private, minecraft:windswept_forest, MONSTER, minecraft:spider, 80, 4, 4
1996, private, minecraft:windswept_forest, MONSTER, minecraft:zombie, 80, 4, 4
1997, private, minecraft:windswept_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1998, private, minecraft:windswept_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1999, private, minecraft:windswept_forest, MONSTER, minecraft:creeper, 80, 4, 4
2000, private, minecraft:windswept_forest, MONSTER, minecraft:slime, 80, 4, 4
2001, private, minecraft:windswept_forest, MONSTER, minecraft:enderman, 10, 1, 4
2002, private, minecraft:windswept_forest, MONSTER, minecraft:witch, 5, 1, 1
2003, private, minecraft:windswept_forest, MONSTER, mythicmobs:chupacabra, 20, 1, 1
2004, private, minecraft:windswept_forest, MONSTER, mythicmounts:dragon, 80, 1, 1
2005, private, minecraft:windswept_forest, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2006, private, minecraft:windswept_forest, CREATURE, minecraft:sheep, 12, 4, 4
2007, private, minecraft:windswept_forest, CREATURE, minecraft:pig, 10, 4, 4
2008, private, minecraft:windswept_forest, CREATURE, minecraft:chicken, 10, 4, 4
2009, private, minecraft:windswept_forest, CREATURE, minecraft:cow, 8, 4, 4
2010, private, minecraft:windswept_forest, CREATURE, minecraft:llama, 5, 4, 6
2011, private, minecraft:windswept_forest, CREATURE, mythicmobs:drake, 5, 1, 4
2012, private, minecraft:windswept_forest, CREATURE, mythicmounts:griffon, 10, 1, 1
2013, private, minecraft:windswept_forest, CREATURE, mythicmobs:kobold, 10, 3, 6
2014, private, minecraft:windswept_forest, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
2015, private, minecraft:windswept_forest, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
2016, private, minecraft:windswept_forest, AMBIENT, minecraft:bat, 10, 8, 8
2017, private, minecraft:windswept_forest, AMBIENT, mythicmounts:firebird, 5, 1, 1
2018, private, minecraft:windswept_forest, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
2019, private, minecraft:windswept_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2020, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:spider, 80, 4, 4
2021, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie, 80, 4, 4
2022, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
2023, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:skeleton, 80, 4, 4
2024, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:creeper, 80, 4, 4
2025, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:slime, 80, 4, 4
2026, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:enderman, 10, 1, 4
2027, private, minecraft:windswept_gravelly_hills, MONSTER, minecraft:witch, 5, 1, 1
2028, private, minecraft:windswept_gravelly_hills, MONSTER, mythicmobs:chupacabra, 20, 1, 1
2029, private, minecraft:windswept_gravelly_hills, MONSTER, mythicmounts:dragon, 80, 1, 1
2030, private, minecraft:windswept_gravelly_hills, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2031, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:sheep, 12, 4, 4
2032, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:pig, 10, 4, 4
2033, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:chicken, 10, 4, 4
2034, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:cow, 8, 4, 4
2035, private, minecraft:windswept_gravelly_hills, CREATURE, minecraft:llama, 5, 4, 6
2036, private, minecraft:windswept_gravelly_hills, CREATURE, mythicmobs:drake, 5, 1, 4
2037, private, minecraft:windswept_gravelly_hills, CREATURE, mythicmounts:griffon, 10, 1, 1
2038, private, minecraft:windswept_gravelly_hills, CREATURE, mythicmobs:kobold, 10, 3, 6
2039, private, minecraft:windswept_gravelly_hills, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
2040, private, minecraft:windswept_gravelly_hills, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
2041, private, minecraft:windswept_gravelly_hills, AMBIENT, minecraft:bat, 10, 8, 8
2042, private, minecraft:windswept_gravelly_hills, AMBIENT, mythicmounts:firebird, 5, 1, 1
2043, private, minecraft:windswept_gravelly_hills, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
2044, private, minecraft:windswept_gravelly_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2045, private, minecraft:windswept_hills, MONSTER, minecraft:spider, 80, 4, 4
2046, private, minecraft:windswept_hills, MONSTER, minecraft:zombie, 80, 4, 4
2047, private, minecraft:windswept_hills, MONSTER, minecraft:zombie_villager, 5, 1, 1
2048, private, minecraft:windswept_hills, MONSTER, minecraft:skeleton, 80, 4, 4
2049, private, minecraft:windswept_hills, MONSTER, minecraft:creeper, 80, 4, 4
2050, private, minecraft:windswept_hills, MONSTER, minecraft:slime, 80, 4, 4
2051, private, minecraft:windswept_hills, MONSTER, minecraft:enderman, 10, 1, 4
2052, private, minecraft:windswept_hills, MONSTER, minecraft:witch, 5, 1, 1
2053, private, minecraft:windswept_hills, MONSTER, mythicmobs:chupacabra, 20, 1, 1
2054, private, minecraft:windswept_hills, MONSTER, mythicmounts:dragon, 80, 1, 1
2055, private, minecraft:windswept_hills, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2056, private, minecraft:windswept_hills, CREATURE, minecraft:sheep, 12, 4, 4
2057, private, minecraft:windswept_hills, CREATURE, minecraft:pig, 10, 4, 4
2058, private, minecraft:windswept_hills, CREATURE, minecraft:chicken, 10, 4, 4
2059, private, minecraft:windswept_hills, CREATURE, minecraft:cow, 8, 4, 4
2060, private, minecraft:windswept_hills, CREATURE, minecraft:llama, 5, 4, 6
2061, private, minecraft:windswept_hills, CREATURE, mythicmobs:drake, 5, 1, 4
2062, private, minecraft:windswept_hills, CREATURE, mythicmobs:kobold, 10, 3, 6
2063, private, minecraft:windswept_hills, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
2064, private, minecraft:windswept_hills, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
2065, private, minecraft:windswept_hills, AMBIENT, minecraft:bat, 10, 8, 8
2066, private, minecraft:windswept_hills, AMBIENT, mythicmounts:firebird, 5, 1, 1
2067, private, minecraft:windswept_hills, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
2068, private, minecraft:windswept_hills, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2069, private, minecraft:windswept_savanna, MONSTER, minecraft:spider, 80, 4, 4
2070, private, minecraft:windswept_savanna, MONSTER, minecraft:zombie, 80, 4, 4
2071, private, minecraft:windswept_savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
2072, private, minecraft:windswept_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
2073, private, minecraft:windswept_savanna, MONSTER, minecraft:creeper, 80, 4, 4
2074, private, minecraft:windswept_savanna, MONSTER, minecraft:slime, 80, 4, 4
2075, private, minecraft:windswept_savanna, MONSTER, minecraft:enderman, 10, 1, 4
2076, private, minecraft:windswept_savanna, MONSTER, minecraft:witch, 5, 1, 1
2077, private, minecraft:windswept_savanna, MONSTER, mythicmobs:chupacabra, 20, 1, 1
2078, private, minecraft:windswept_savanna, MONSTER, mythicmounts:dragon, 80, 1, 1
2079, private, minecraft:windswept_savanna, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2080, private, minecraft:windswept_savanna, CREATURE, minecraft:sheep, 12, 4, 4
2081, private, minecraft:windswept_savanna, CREATURE, minecraft:pig, 10, 4, 4
2082, private, minecraft:windswept_savanna, CREATURE, minecraft:chicken, 10, 4, 4
2083, private, minecraft:windswept_savanna, CREATURE, minecraft:cow, 8, 4, 4
2084, private, minecraft:windswept_savanna, CREATURE, minecraft:horse, 5, 2, 6
2085, private, minecraft:windswept_savanna, CREATURE, minecraft:donkey, 5, 1, 1
2086, private, minecraft:windswept_savanna, CREATURE, mythicmobs:drake, 5, 1, 4
2087, private, minecraft:windswept_savanna, CREATURE, mythicmobs:kobold, 10, 3, 6
2088, private, minecraft:windswept_savanna, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
2089, private, minecraft:windswept_savanna, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
2090, private, minecraft:windswept_savanna, AMBIENT, minecraft:bat, 10, 8, 8
2091, private, minecraft:windswept_savanna, AMBIENT, mythicmounts:firebird, 5, 1, 1
2092, private, minecraft:windswept_savanna, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
2093, private, minecraft:windswept_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2094, private, minecraft:windswept_savanna, WILDERWILDTUMBLEWEED, wilderwild:tumbleweed, 60, 1, 1
2095, nether, incendium:withered_forest, MONSTER, minecraft:wither_skeleton, 50, 1, 3
2096, nether, incendium:withered_forest, MONSTER, minecraft:magma_cube, 20, 1, 3
2097, nether, incendium:withered_forest, MONSTER, minecraft:phantom, 6, 1, 2
2098, nether, incendium:withered_forest, MONSTER, minecraft:zombified_piglin, 5, 1, 4
2099, nether, incendium:withered_forest, MONSTER, minecraft:ghast, 3, 4, 4
2100, badlands, minecraft:wooded_badlands, MONSTER, minecraft:spider, 80, 4, 4
2101, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie, 80, 4, 4
2102, badlands, minecraft:wooded_badlands, MONSTER, minecraft:zombie_villager, 5, 1, 1
2103, badlands, minecraft:wooded_badlands, MONSTER, minecraft:skeleton, 80, 4, 4
2104, badlands, minecraft:wooded_badlands, MONSTER, minecraft:creeper, 80, 4, 4
2105, badlands, minecraft:wooded_badlands, MONSTER, minecraft:slime, 80, 4, 4
2106, badlands, minecraft:wooded_badlands, MONSTER, minecraft:enderman, 10, 1, 4
2107, badlands, minecraft:wooded_badlands, MONSTER, minecraft:witch, 5, 1, 1
2108, badlands, minecraft:wooded_badlands, MONSTER, mythicmobs:chupacabra, 20, 1, 1
2109, badlands, minecraft:wooded_badlands, MONSTER, mythicmounts:dragon, 80, 1, 1
2110, badlands, minecraft:wooded_badlands, MONSTER, mythicmounts:geckotoalizard, 50, 1, 1
2111, badlands, minecraft:wooded_badlands, CREATURE, mythicmobs:drake, 5, 1, 4
2112, badlands, minecraft:wooded_badlands, CREATURE, mythicmobs:kobold, 10, 3, 6
2113, badlands, minecraft:wooded_badlands, CREATURE, mythicmobs:kobold_warrior, 8, 1, 3
2114, badlands, minecraft:wooded_badlands, CREATURE, mythicmobs:mushroom_thing, 20, 3, 5
2115, badlands, minecraft:wooded_badlands, AMBIENT, minecraft:bat, 10, 8, 8
2116, badlands, minecraft:wooded_badlands, AMBIENT, mythicmounts:firebird, 5, 1, 1
2117, badlands, minecraft:wooded_badlands, AMBIENT, uselessreptile:moleclaw, 80, 1, 1
2118, badlands, minecraft:wooded_badlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2119, badlands, minecraft:wooded_badlands, WILDERWILDTUMBLEWEED, wilderwild:tumbleweed, 60, 1, 1
